101;ABBIATI Christian;P;7.00;7.00;MIL;0;0;
103;AMELIA Marco;P;6.00;6.00;PAL;0;0;
104;ANTONIOLI Francesco;P;6.00;5.00;BOL;1;0;
109;BENUSSI Francesco;P;6.00;6.00;LEC;0;0;
110;BIZZARRI Benjamin;P;6.50;6.00;CAT;0;0;
113;CAMPAGNOLO Andrea;P;5.50;4.50;REG;1;0;
114;CARRIZO Juan Pablo;P;6.00;5.00;LAZ;1;0;
119;COPPOLA Ferdinando;P;5.50;3.50;ATA;2;0;
120;CURCI Gianluca;P;6.00;3.50;SIE;2;0;
123;DONI Alexander Marangao;P;6.00;6.00;ROM;0;0;
128;FREY Sebastian;P;7.00;7.00;FIO;0;0;
130;GIANELLO Matteo;P;6.00;6.00;NAP;0;0;
131;HANDANOVIC Samir;P;6.50;5.50;UDI;1;0;
134;JULIO CESAR Soares De Espinola;P;7.00;6.00;INT;1;0;
138;MANNINGER Alexander;P;6.00;6.00;JUV;0;0;
139;MARCHETTI Federico;P;5.50;3.50;CAG;2;0;
141;MIRANTE Antonio;P;6.00;6.00;SAM;0;0;
151;RUBINHO Fernando Moedim;P;6.00;5.00;GEN;1;0;
153;SERENI Matteo;P;5.00;2.00;TOR;2;0;
155;SORRENTINO Stefano;P;6.00;5.00;CHI;1;0;
201;ACCARDI Pietro;D;5.50;5.50;SAM;0;0;
202;AGOSTINI Alessandro;D;6.00;6.00;CAG;0;0;
209;ANTUNES Vitorino Gabriel;D;5.50;5.00;LEC;0;0;
210;ARONICA Salvatore;D;6.00;6.00;NAP;0;0;
212;BALZARETTI Federico;D;6.00;6.00;PAL;0;0;
215;BELLINI Gianpaolo;D;6.00;6.00;ATA;0;0;
217;BIANCO Paolo;D;5.00;4.50;CAG;0;0;
219;BOCCHETTI Salvatore;D;5.50;5.00;GEN;0;0;
220;BONERA Daniele;D;0.00;0.00;MIL;0;0;
221;BOVO Cesare;D;6.00;6.00;PAL;0;0;
224;BURDISSO Nicolas Andres;D;4.00;3.00;INT;0;0;
232;CARROZZIERI Morris;D;6.00;6.00;PAL;0;0;
233;CASSANI Mattia;D;6.00;6.00;PAL;0;0;
237;CHIELLINI Giorgio;D;6.00;6.00;JUV;0;0;
238;CHIVU Cristian;D;5.50;5.50;INT;0;0;
239;CICINHO Joao De Cezare;D;6.50;6.50;ROM;0;0;
240;CIRILLO Bruno;D;5.00;4.50;REG;0;0;
241;CODA Andrea;D;6.00;6.00;UDI;0;0;
242;COLOMBO Riccardo;D;4.50;4.00;TOR;0;0;
247;COSTA Andrea;D;5.00;5.00;REG;0;0;
249;CRIBARI Sanchez Emilson;D;6.00;6.00;LAZ;0;0;
250;CRISCITO Domenico;D;5.50;5.50;GEN;0;0;
252;DAINELLI Dario;D;6.50;6.00;FIO;0;0;
258;DI LORETO Marco;D;5.00;5.00;TOR;0;0;
262;DOMIZZI Maurizio;D;6.00;6.00;UDI;0;0;
263;ESPOSITO Andrea;D;0.00;0.00;LEC;0;0;
268;FICAGNA Daniele;D;5.50;5.00;SIE;0;0;
272;GARICS Gyorgy;D;5.00;5.00;ATA;0;0;
273;GASTALDELLO Daniele;D;6.00;5.50;SAM;0;0;
278;GRYGERA Zdenek;D;5.00;5.00;JUV;0;0;
279;JANKULOVSKI Marek;D;6.00;5.50;MIL;0;0;
281;KALADZE Kakha;D;6.00;6.00;MIL;0;0;
284;KROLDRUP Per;D;6.00;6.00;FIO;0;0;
285;LANNA Salvatore;D;5.50;5.50;BOL;0;0;
286;LANZARO Maurizio;D;5.50;5.00;REG;0;0;
288;LOPEZ Diego Luis;D;6.00;6.00;CAG;0;0;
290;LUCCHINI Stefano;D;6.00;5.50;SAM;0;0;
291;LUKOVIC Aleksandar;D;6.00;6.00;UDI;0;0;
293;MAICON Douglas;D;6.50;6.50;INT;0;0;
294;MALAGO' Marco;D;5.00;5.00;CHI;0;0;
295;MALDINI Paolo;D;7.00;7.00;MIL;0;0;
297;MANDELLI Davide;D;5.00;4.00;CHI;0;0;
298;MANFREDINI Thomas;D;5.50;5.50;ATA;0;0;
301;MATERAZZI Marco;D;6.00;5.00;INT;0;0;
305;MELLBERG Olof;D;6.50;6.00;JUV;0;0;
306;MEXES Philippe;D;6.50;6.50;ROM;0;0;
309;MOLINARO Cristian;D;5.50;5.50;JUV;0;0;
310;MORAS Vangelis;D;6.50;6.50;BOL;0;0;
312;MOTTA Marco;D;6.00;6.00;UDI;0;0;
318;PANUCCI Christian;D;7.00;10.00;ROM;1;0;
320;PASQUALE Giovanni;D;6.00;6.00;UDI;0;0;
322;PIERI Mirko;D;6.00;6.00;SAM;0;0;
323;PISANO Francesco;D;6.50;6.50;CAG;0;0;
325;POLENGHI Tiziano;D;6.00;6.00;LEC;0;0;
327;PORTANOVA Daniele;D;6.00;6.00;SIE;0;0;
329;RADU Stefan;D;6.50;6.50;LAZ;0;0;
332;RIISE John Arne;D;6.00;6.00;ROM;0;0;
333;RINAUDO Leandro;D;6.00;6.00;NAP;0;0;
339;ROSSETTINI Luca;D;5.50;5.50;SIE;0;0;
340;ROSSI Andrea;D;5.50;5.50;SIE;0;0;
342;ROZEHNAL David;D;6.50;6.50;LAZ;0;0;
343;RUBIN Matteo;D;5.00;4.50;TOR;0;0;
346;SANTACROCE Fabiano;D;6.50;6.50;NAP;0;0;
347;SANTOS Gleison Pintos;D;6.00;5.50;REG;0;0;
348;SARDO Gennaro;D;6.00;6.00;CAT;0;0;
350;SCARDINA Francesco;D;6.00;6.00;CHI;0;0;
353;SILVESTRE Matias;D;7.00;7.00;CAT;0;0;
354;SILVESTRI Cristian;D;6.50;6.00;CAT;0;0;
357;SIVIGLIA Sebastiano;D;6.50;6.50;LAZ;0;0;
359;STANKEVICIUS Marius;D;6.50;6.50;SAM;0;0;
360;STENDARDO Guglielmo;D;6.50;6.50;LEC;0;0;
361;STOVINI Lorenzo;D;7.00;7.00;CAT;0;0;
363;TALAMONTI Leonardo Jose';D;5.50;5.50;ATA;0;0;
365;TERZI Claudio;D;5.00;5.00;BOL;0;0;
368;VANDEN BORRE Anthony;D;6.00;6.00;GEN;0;0;
371;ZAMBROTTA Gianluca;D;6.00;6.00;MIL;0;0;
375;ZENONI Cristian;D;5.50;5.50;BOL;0;0;
377;PAPASTATHOPOULOS Sokratis;D;6.50;6.00;GEN;0;0;
378;PRATALI Francesco;D;4.00;3.00;TOR;0;0;
380;FERRARI Matteo;D;5.50;5.50;GEN;0;0;
381;BOTTINELLI Jonathan;D;0.00;0.00;SAM;0;0;
389;YEPES Mario Alberto;D;6.00;6.00;CHI;0;0;
501;ABATE Ignazio;C;7.00;7.00;TOR;0;0;
503;AMBROSINI Massimo;C;6.50;6.50;MIL;0;0;
505;AMOROSO Christian;C;6.00;6.00;BOL;0;0;
506;AQUILANI Alberto;C;6.00;6.00;ROM;0;0;
507;ARDITO Andrea;C;6.00;6.00;LEC;0;0;
508;ARIATTI Luca;C;5.50;5.50;LEC;0;0;
509;BAIOCCO Davide;C;6.50;6.50;CAT;0;0;
510;BARILLA' Antonino;C;6.00;6.00;REG;0;0;
513;BARRETO Edgar;C;5.50;5.50;REG;0;0;
516;BIAGIANTI Marco;C;7.00;6.50;CAT;0;0;
517;BIONDINI Davide;C;4.00;4.00;CAG;0;0;
518;BLASI Manuele;C;6.00;6.00;NAP;0;0;
521;BOMBARDINI Davide;C;6.00;6.00;BOL;0;0;
525;BRIENZA Franco;C;6.50;6.50;REG;0;0;
526;BRIGHI Matteo;C;7.00;7.00;ROM;0;0;
527;BROCCHI Christian;C;6.00;6.00;LAZ;0;0;
529;CAMBIASSO Esteban Matias;C;7.00;7.00;INT;0;0;
530;CAMORANESI Mauro German;C;5.50;5.00;JUV;0;0;
532;CARMONA Carlos Emilio;C;5.50;5.50;REG;0;0;
535;CASERTA Fabio;C;6.50;7.00;LEC;0;1;
537;CIGARINI Luca;C;5.50;5.00;ATA;0;0;
538;CODREA Paul Costantin;C;5.50;5.50;SIE;0;0;
542;CONTI Daniele;C;5.00;4.50;CAG;0;0;
543;COPPOLA Manuel;C;5.50;5.50;SIE;0;0;
544;CORINI Eugenio;C;5.00;5.00;TOR;0;0;
545;COSSU Andrea;C;6.00;6.00;CAG;0;0;
551;D'AGOSTINO Gaetano;C;6.00;6.00;UDI;0;0;
553;D'ANNA Emanuele;C;5.50;5.50;CHI;0;0;
554;DE ASCENTIS Diego;C;6.00;5.50;ATA;0;0;
559;DEFENDI Marino;C;5.50;5.50;ATA;0;0;
560;DELVECCHIO Gennaro;C;5.50;5.50;SAM;0;0;
561;DESSENA Daniele;C;6.00;6.00;SAM;0;0;
566;DONADEL Marco;C;6.00;5.50;FIO;0;0;
567;DONI Cristiano;C;6.50;6.50;ATA;0;0;
574;FABIANO Medina da Silva;C;6.00;6.00;LEC;0;0;
575;FELIPE MELO de Carvalho;C;6.00;6.00;FIO;0;0;
579;FINI Michele;C;6.50;6.50;CAG;0;0;
581;FLAMINI Mathieu;C;6.00;6.00;MIL;0;0;
582;FOGGIA Pasquale;C;6.50;6.50;LAZ;0;0;
583;FRANCESCHINI Daniele;C;6.00;6.00;SAM;0;0;
584;GALLOPPA Daniele;C;6.00;6.00;SIE;0;0;
585;GARGANO Walter;C;6.50;6.50;NAP;0;0;
587;GATTUSO Gennaro Ivan;C;7.00;6.50;MIL;0;0;
588;GIACOMAZZI Guillermo;C;7.00;10.00;LEC;1;0;
590;GOBBI Massimo;C;6.00;6.00;FIO;0;0;
594;GUARENTE Tiberio;C;6.00;6.00;ATA;0;0;
595;HALLFREDSSON Emil;C;5.50;5.50;REG;0;0;
596;HAMSIK Marek;C;5.50;5.50;NAP;0;0;
597;INLER Gokan;C;6.50;6.50;UDI;0;0;
598;ISLA Mauricio;C;6.50;6.50;UDI;0;0;
599;ITALIANO Vincenzo;C;6.50;6.50;CHI;0;0;
603;JORGENSEN Martin;C;6.50;6.50;FIO;0;0;
605;JURIC Ivan;C;5.50;5.50;GEN;0;0;
606;KAKA' Ricardo Izecson Santos Leite;C;7.50;8.50;MIL;0;1;
607;KHARJA Houssine;C;6.50;9.50;SIE;1;0;
612;LEDESMA Cristian;C;6.50;6.50;LAZ;0;0;
613;LEDESMA Pablo Martin;C;7.50;7.50;CAT;0;0;
614;LICHTSTEINER Stephan;C;6.00;6.00;LAZ;0;0;
615;LIVERANI Fabio;C;6.00;5.50;PAL;0;0;
618;MANCINI Amantino;C;5.00;5.00;INT;0;0;
620;MANFREDINI Christian Jose';C;0.00;0.00;LAZ;0;0;
621;MANNINI Daniele;C;6.50;6.50;NAP;0;0;
625;MARCOLINI Michele;C;6.00;6.00;CHI;0;0;
628;MAURI Stefano;C;6.50;6.50;LAZ;0;0;
629;MEGHNI Mourad;C;6.00;6.00;LAZ;0;0;
630;MESTO Giandomenico;C;6.00;6.00;GEN;0;0;
631;MIGLIACCIO Giulio;C;6.00;6.00;PAL;0;0;
632;MILANETTO Omar;C;5.50;5.00;GEN;0;0;
634;MINGAZZINI Nicola;C;0.00;0.00;BOL;0;0;
636;MODESTO Francesco;C;5.50;5.50;GEN;0;0;
637;MONTERVINO Francesco;C;6.50;6.00;NAP;0;0;
639;MONTOLIVO Riccardo;C;5.50;5.00;FIO;0;0;
640;MUDINGAYI Gaby;C;6.00;5.50;BOL;0;0;
644;NEDVED Pavel;C;5.50;5.50;JUV;0;0;
645;NOCERINO Antonio;C;5.50;5.50;PAL;0;0;
647;OLIVERA Ruben;C;5.50;5.00;GEN;0;0;
649;PADOIN Simone;C;5.00;5.00;ATA;0;0;
650;PALLADINO Raffaele;C;5.50;5.50;GEN;0;0;
651;PALOMBO Angelo;C;6.00;6.00;SAM;0;0;
654;PAZIENZA Michele;C;6.00;6.00;NAP;0;0;
656;PERROTTA Simone;C;6.00;6.00;ROM;0;0;
657;PINZI Giampiero;C;6.00;6.00;CHI;0;0;
661;POULSEN Christian;C;6.00;6.00;JUV;0;0;
664;RIGONI Luca;C;0.00;0.00;CHI;0;0;
667;ROSSI Marco;C;6.50;6.50;GEN;0;0;
669;SAMMARCO Paolo;C;6.00;6.00;SAM;0;0;
670;SANTANA Mario Alberto;C;6.00;6.00;FIO;0;0;
671;SAUMEL Jurgen;C;5.00;5.00;TOR;0;0;
673;SEEDORF Clarence;C;7.50;7.50;MIL;0;0;
674;SEMIOLI Franco;C;6.00;6.00;FIO;0;0;
675;SIMPLICIO Fabio Henrique;C;6.00;6.00;PAL;0;0;
677;SISSOKO Mohamed;C;6.00;6.00;JUV;0;0;
678;STANKOVIC Dejan;C;6.00;5.50;INT;0;0;
679;TADDEI Rodrigo;C;5.50;5.50;ROM;0;0;
680;TEDESCO Giacomo;C;6.00;6.00;CAT;0;0;
681;TEDESCO Giovanni;C;0.00;0.00;PAL;0;0;
683;TISSONE Fernando;C;6.00;6.00;UDI;0;0;
686;VALDES Jaime Andres Zapata;C;5.50;5.50;ATA;0;0;
687;VALIANI Francesco;C;6.00;6.00;BOL;0;0;
688;VERGASSOLA Simone;C;6.00;6.00;SIE;0;0;
689;VIEIRA Patrick;C;6.00;5.50;INT;0;0;
690;VIGIANI Luca;C;6.00;6.00;REG;0;0;
692;VOLPI Sergio;C;5.50;5.50;BOL;0;0;
693;ZANCHETTA Andrea;C;6.50;6.50;LEC;0;0;
695;ZANETTI Javier Aldemar;C;6.50;6.00;INT;0;0;
696;ZANETTI Paolo;C;6.00;6.00;TOR;0;0;
705;MENEZ Jeremy;C;6.00;6.00;ROM;0;0;
706;SESTU Alessio;C;6.00;6.00;REG;0;0;
707;DZEMAILI Blerim;C;5.50;5.00;TOR;0;0;
710;QUARESMA Ricardo;C;4.50;4.00;INT;0;0;
714;VIRGA Valerio;C;6.00;5.50;ROM;0;0;
801;ABBRUSCATO Elvis;A;6.00;6.00;TOR;0;0;
802;ACQUAFRESCA Robert;A;4.50;4.50;CAG;0;0;
803;ADAILTON Bolzan Martins;A;5.00;4.50;BOL;0;0;
804;ADRIANO Leite Ribeiro;A;5.00;5.00;INT;0;0;
805;AMAURI Carvalho De Oliveira;A;5.50;5.50;JUV;0;0;
806;AMORUSO Nicola;A;6.50;9.50;TOR;1;0;
812;BOGDANI Erjon;A;6.50;6.50;CHI;0;0;
813;BONAZZOLI Emiliano;A;0.00;0.00;SAM;0;0;
816;CACIA Daniele;A;0.00;0.00;LEC;0;0;
817;CALAIO' Emanuele;A;5.00;5.00;SIE;0;0;
819;CASSANO Antonio;A;6.50;6.50;SAM;0;0;
821;CAVANI Edison;A;6.50;6.50;PAL;0;0;
822;CERAVOLO Fabio;A;0.00;0.00;REG;0;0;
827;CRUZ Julio Ricardo;A;5.50;5.50;INT;0;0;
831;DEL PIERO Alessandro;A;5.50;5.50;JUV;0;0;
833;DENIS German;A;6.50;9.50;NAP;1;0;
835;DI NATALE Antonio;A;7.00;8.00;UDI;0;1;
836;DI VAIO Marco;A;5.00;5.00;BOL;0;0;
840;FLOCCARI Sergio;A;6.00;6.00;ATA;0;0;
845;FRICK Mario;A;5.00;5.00;SIE;0;0;
847;GHEZZAL Abdelkader;A;5.00;5.00;SIE;0;0;
848;GILARDINO Alberto;A;7.50;10.00;FIO;1;0;
850;IAQUINTA Vincenzo;A;0.00;0.00;JUV;0;0;
851;IBRAHIMOVIC Zlatan;A;5.50;5.50;INT;0;0;
854;IUNCO Antimo;A;6.00;6.00;CHI;0;0;
855;IZCO Mariano Julio;A;0.00;0.00;CAT;0;0;
856;JEDA Capucho Neves;A;5.00;5.00;CAG;0;0;
859;LANGELLA Antonio;A;5.50;5.50;CHI;0;0;
860;LANZAFAME Davide;A;0.00;0.00;PAL;0;0;
861;LARRIVEY Joaquin;A;6.00;6.00;CAG;0;0;
863;LAZZARI Andrea;A;5.50;5.50;CAG;0;0;
864;MACCARONE Massimo;A;6.50;6.50;SIE;0;0;
867;MARAZZINA Massimo;A;0.00;0.00;BOL;0;0;
868;MARCONI Michele;A;0.00;0.00;ATA;0;0;
869;MARTINEZ Jorge Andres;A;6.00;6.00;CAT;0;0;
870;MASCARA Giuseppe;A;6.00;6.00;CAT;0;0;
872;MATRI Alessandro;A;0.00;0.00;CAG;0;0;
873;MICCOLI Fabrizio;A;7.00;10.00;PAL;1;0;
877;MUTU Adrian;A;6.00;6.00;FIO;0;0;
880;OKAKA Stefano;A;0.00;0.00;ROM;0;0;
881;OSVALDO Pablo Daniel;A;6.00;5.50;FIO;0;0;
883;PANDEV Goran;A;7.00;9.50;LAZ;1;0;
884;PAOLUCCI Michele;A;6.50;9.50;CAT;1;0;
887;PATO Alexandre;A;6.50;6.50;MIL;0;0;
888;PAZZINI Giampaolo;A;5.50;5.50;FIO;0;0;
889;PELLISSIER Sergio;A;5.00;5.00;CHI;0;0;
890;PEPE Simone;A;6.50;9.50;UDI;1;0;
891;PIA' Inacio Joao Batista;A;5.50;5.50;NAP;0;0;
892;PLASMATI Gianvito;A;0.00;0.00;CAT;0;0;
894;QUAGLIARELLA Fabio;A;7.00;11.00;UDI;1;1;
896;RONALDINHO Ronaldo de Assis Moreira;A;7.50;10.50;MIL;1;0;
897;RUSSOTTO Andrea;A;0.00;0.00;NAP;0;0;
898;SANCHEZ Alexis;A;0.00;0.00;UDI;0;0;
903;TIRIBOCCHI Simone;A;5.50;5.00;LEC;0;0;
906;VENTOLA Nicola;A;5.00;4.00;TOR;0;0;
908;VUCINIC Mirko;A;6.50;9.00;ROM;1;0;
909;ZALAYETA Marcelo;A;6.00;6.00;NAP;0;0;
910;ZARATE Mauro Matias;A;7.50;14.00;LAZ;2;1;
911;CORRADI Bernardo;A;5.50;5.50;REG;0;0;
912;CASTILLO Jose' Ignacio;A;7.00;10.00;LEC;1;0;
920;SHEVCHENKO Andriy;A;6.00;6.00;MIL;0;0;
921;BIANCHI Rolando;A;5.50;5.50;TOR;0;0;
923;MILITO Diego;A;6.50;6.50;GEN;0;0;
